word,normalized_word,rank,priority_score,original_rank,ngsl_rank,supplement_category,oxford_list,oxford_level,nawl_rank,tsl_rank,bsl_rank,sources,notes
downhearted,downhearted,28563,0.297720,28188,,,,,,,,ngsl_sfi_31k,
dugong,dugong,28564,0.297617,28189,,,,,,,,ngsl_sfi_31k,
effusively,effusively,28565,0.297514,28190,,,,,,,,ngsl_sfi_31k,
endurable,endurable,28566,0.297411,28191,,,,,,,,ngsl_sfi_31k,
fellatio,fellatio,28567,0.297308,28192,,,,,,,,ngsl_sfi_31k,
garishly,garishly,28568,0.297206,28193,,,,,,,,ngsl_sfi_31k,
geniality,geniality,28569,0.297103,28194,,,,,,,,ngsl_sfi_31k,
gimlet,gimlet,28570,0.297000,28195,,,,,,,,ngsl_sfi_31k,
guiltless,guiltless,28571,0.296897,28196,,,,,,,,ngsl_sfi_31k,
headrest,headrest,28572,0.296794,28197,,,,,,,,ngsl_sfi_31k,
hussar,hussar,28573,0.296692,28198,,,,,,,,ngsl_sfi_31k,
intentness,intentness,28574,0.296589,28199,,,,,,,,ngsl_sfi_31k,
joggle,joggle,28575,0.296486,28200,,,,,,,,ngsl_sfi_31k,
nightlight,nightlight,28576,0.296383,28201,,,,,,,,ngsl_sfi_31k,
obsequiously,obsequiously,28577,0.296280,28202,,,,,,,,ngsl_sfi_31k,
pantaloon,pantaloon,28578,0.296178,28203,,,,,,,,ngsl_sfi_31k,
queasiness,queasiness,28579,0.296075,28204,,,,,,,,ngsl_sfi_31k,
samovar,samovar,28580,0.295972,28205,,,,,,,,ngsl_sfi_31k,
sensually,sensually,28581,0.295869,28206,,,,,,,,ngsl_sfi_31k,
servility,servility,28582,0.295766,28207,,,,,,,,ngsl_sfi_31k,
sleepwalker,sleepwalker,28583,0.295664,28208,,,,,,,,ngsl_sfi_31k,
slyness,slyness,28584,0.295561,28209,,,,,,,,ngsl_sfi_31k,
trackless,trackless,28585,0.295458,28210,,,,,,,,ngsl_sfi_31k,
uncombed,uncombed,28586,0.295355,28211,,,,,,,,ngsl_sfi_31k,
unfeigned,unfeigned,28587,0.295253,28212,,,,,,,,ngsl_sfi_31k,
unhitch,unhitch,28588,0.295150,28213,,,,,,,,ngsl_sfi_31k,
unsubtle,unsubtle,28589,0.295047,28214,,,,,,,,ngsl_sfi_31k,
unsympathetically,unsympathetically,28590,0.294944,28215,,,,,,,,ngsl_sfi_31k,
wardroom,wardroom,28591,0.294842,28216,,,,,,,,ngsl_sfi_31k,
worldliness,worldliness,28592,0.294739,28217,,,,,,,,ngsl_sfi_31k,
accelerometer,accelerometer,28593,0.294636,28218,,,,,,,,ngsl_sfi_31k,
adumbrate,adumbrate,28594,0.294534,28219,,,,,,,,ngsl_sfi_31k,
benefaction,benefaction,28595,0.294431,28220,,,,,,,,ngsl_sfi_31k,
croup,croup,28596,0.294328,28221,,,,,,,,ngsl_sfi_31k,
episcopacy,episcopacy,28597,0.294225,28222,,,,,,,,ngsl_sfi_31k,
gaucho,gaucho,28598,0.294123,28223,,,,,,,,ngsl_sfi_31k,
lumberman,lumberman,28599,0.294020,28224,,,,,,,,ngsl_sfi_31k,
muftilik,muftilik,28600,0.293917,28225,,,,,,,,ngsl_sfi_31k,
patriarchate,patriarchate,28601,0.293815,28226,,,,,,,,ngsl_sfi_31k,
plainsong,plainsong,28602,0.293712,28227,,,,,,,,ngsl_sfi_31k,
ramus,ramus,28603,0.293609,28228,,,,,,,,ngsl_sfi_31k,
repetitiveness,repetitiveness,28604,0.293507,28229,,,,,,,,ngsl_sfi_31k,
seaway,seaway,28605,0.293404,28230,,,,,,,,ngsl_sfi_31k,
stereotypically,stereotypically,28606,0.293301,28231,,,,,,,,ngsl_sfi_31k,
totara,totara,28607,0.293198,28232,,,,,,,,ngsl_sfi_31k,
urticaria,urticaria,28608,0.293096,28233,,,,,,,,ngsl_sfi_31k,
wingless,wingless,28609,0.292993,28234,,,,,,,,ngsl_sfi_31k,
workingman,workingman,28610,0.292890,28235,,,,,,,,ngsl_sfi_31k,
pervious,pervious,28611,0.292788,28236,,,,,,,,ngsl_sfi_31k,
wight,wight,28612,0.292685,28237,,,,,,,,ngsl_sfi_31k,
abstractly,abstractly,28613,0.292582,28238,,,,,,,,ngsl_sfi_31k,
aeronaut,aeronaut,28614,0.292480,28239,,,,,,,,ngsl_sfi_31k,
ampullar,ampullar,28615,0.292377,28240,,,,,,,,ngsl_sfi_31k,
antipodal,antipodal,28616,0.292275,28241,,,,,,,,ngsl_sfi_31k,
aphasic,aphasic,28617,0.292172,28242,,,,,,,,ngsl_sfi_31k,
axenic,axenic,28618,0.292069,28243,,,,,,,,ngsl_sfi_31k,
cantonal,cantonal,28619,0.291967,28244,,,,,,,,ngsl_sfi_31k,
coexistent,coexistent,28620,0.291864,28245,,,,,,,,ngsl_sfi_31k,
coffeemaker,coffeemaker,28621,0.291761,28246,,,,,,,,ngsl_sfi_31k,
colorimetric,colorimetric,28622,0.291659,28247,,,,,,,,ngsl_sfi_31k,
combinatoric,combinatoric,28623,0.291556,28248,,,,,,,,ngsl_sfi_31k,
counterargument,counterargument,28624,0.291454,28249,,,,,,,,ngsl_sfi_31k,
croceipe,croceipe,28625,0.291351,28250,,,,,,,,ngsl_sfi_31k,
cryobiology,cryobiology,28626,0.291248,28251,,,,,,,,ngsl_sfi_31k,
discriminative,discriminative,28627,0.291146,28252,,,,,,,,ngsl_sfi_31k,
dysplastic,dysplastic,28628,0.291043,28253,,,,,,,,ngsl_sfi_31k,
emend,emend,28629,0.290940,28254,,,,,,,,ngsl_sfi_31k,
evenness,evenness,28630,0.290838,28255,,,,,,,,ngsl_sfi_31k,
filarial,filarial,28631,0.290735,28256,,,,,,,,ngsl_sfi_31k,
fussiness,fussiness,28632,0.290633,28257,,,,,,,,ngsl_sfi_31k,
hemiepiphyte,hemiepiphyte,28633,0.290530,28258,,,,,,,,ngsl_sfi_31k,
heterodox,heterodox,28634,0.290428,28259,,,,,,,,ngsl_sfi_31k,
heterotrophic,heterotrophic,28635,0.290325,28260,,,,,,,,ngsl_sfi_31k,
hypertonic,hypertonic,28636,0.290222,28261,,,,,,,,ngsl_sfi_31k,
individualization,individualization,28637,0.290120,28262,,,,,,,,ngsl_sfi_31k,
knower,knower,28638,0.290017,28263,,,,,,,,ngsl_sfi_31k,
microsome,microsome,28639,0.289915,28264,,,,,,,,ngsl_sfi_31k,
nilpotent,nilpotent,28640,0.289812,28265,,,,,,,,ngsl_sfi_31k,
nonpregnant,nonpregnant,28641,0.289710,28266,,,,,,,,ngsl_sfi_31k,
nonrandom,nonrandom,28642,0.289607,28267,,,,,,,,ngsl_sfi_31k,
nonuniformity,nonuniformity,28643,0.289505,28268,,,,,,,,ngsl_sfi_31k,
oocyst,oocyst,28644,0.289402,28269,,,,,,,,ngsl_sfi_31k,
overprint,overprint,28645,0.289299,28270,,,,,,,,ngsl_sfi_31k,
patrilineal,patrilineal,28646,0.289197,28271,,,,,,,,ngsl_sfi_31k,
pharmacologically,pharmacologically,28647,0.289094,28272,,,,,,,,ngsl_sfi_31k,
physicochemical,physicochemical,28648,0.288992,28273,,,,,,,,ngsl_sfi_31k,
piroxicam,piroxicam,28649,0.288889,28274,,,,,,,,ngsl_sfi_31k,
potentiometer,potentiometer,28650,0.288787,28275,,,,,,,,ngsl_sfi_31k,
proteinaceous,proteinaceous,28651,0.288684,28276,,,,,,,,ngsl_sfi_31k,
recto,recto,28652,0.288582,28277,,,,,,,,ngsl_sfi_31k,
spectrograph,spectrograph,28653,0.288479,28278,,,,,,,,ngsl_sfi_31k,
statically,statically,28654,0.288377,28279,,,,,,,,ngsl_sfi_31k,
talkativeness,talkativeness,28655,0.288274,28280,,,,,,,,ngsl_sfi_31k,
tetanic,tetanic,28656,0.288172,28281,,,,,,,,ngsl_sfi_31k,
thromboembolism,thromboembolism,28657,0.288069,28282,,,,,,,,ngsl_sfi_31k,
topicality,topicality,28658,0.287967,28283,,,,,,,,ngsl_sfi_31k,
ubiquitously,ubiquitously,28659,0.287864,28284,,,,,,,,ngsl_sfi_31k,
xenolith,xenolith,28660,0.287762,28285,,,,,,,,ngsl_sfi_31k,
halide,halide,28661,0.287659,28286,,,,,,,,ngsl_sfi_31k,
durian,durian,28662,0.287557,28287,,,,,,,,ngsl_sfi_31k,
misspeak,misspeak,28663,0.287454,28288,,,,,,,,ngsl_sfi_31k,
rebroadcast,rebroadcast,28664,0.287352,28289,,,,,,,,ngsl_sfi_31k,
plater,plater,28665,0.287249,28290,,,,,,,,ngsl_sfi_31k,
apochromatic,apochromatic,28666,0.287147,28291,,,,,,,,ngsl_sfi_31k,
decile,decile,28667,0.287044,28292,,,,,,,,ngsl_sfi_31k,
doggedness,doggedness,28668,0.286942,28293,,,,,,,,ngsl_sfi_31k,
evisceration,evisceration,28669,0.286840,28294,,,,,,,,ngsl_sfi_31k,
fermion,fermion,28670,0.286737,28295,,,,,,,,ngsl_sfi_31k,
heulandite,heulandite,28671,0.286635,28296,,,,,,,,ngsl_sfi_31k,
maneuverable,maneuverable,28672,0.286532,28297,,,,,,,,ngsl_sfi_31k,
precancerous,precancerous,28673,0.286430,28298,,,,,,,,ngsl_sfi_31k,
shim,shim,28674,0.286327,28299,,,,,,,,ngsl_sfi_31k,
unplayable,unplayable,28675,0.286225,28300,,,,,,,,ngsl_sfi_31k,
scienter,scienter,28676,0.286123,28301,,,,,,,,ngsl_sfi_31k,
abrade,abrade,28677,0.286020,28302,,,,,,,,ngsl_sfi_31k,
adjure,adjure,28678,0.285918,28303,,,,,,,,ngsl_sfi_31k,
augury,augury,28679,0.285815,28304,,,,,,,,ngsl_sfi_31k,
backless,backless,28680,0.285713,28305,,,,,,,,ngsl_sfi_31k,
barouche,barouche,28681,0.285610,28306,,,,,,,,ngsl_sfi_31k,
bedbug,bedbug,28682,0.285508,28307,,,,,,,,ngsl_sfi_31k,
bestir,bestir,28683,0.285406,28308,,,,,,,,ngsl_sfi_31k,
blowsy,blowsy,28684,0.285303,28309,,,,,,,,ngsl_sfi_31k,
calumny,calumny,28685,0.285201,28310,,,,,,,,ngsl_sfi_31k,
cambric,cambric,28686,0.285098,28311,,,,,,,,ngsl_sfi_31k,
chukka,chukka,28687,0.284996,28312,,,,,,,,ngsl_sfi_31k,
clownish,clownish,28688,0.284894,28313,,,,,,,,ngsl_sfi_31k,
coffeepot,coffeepot,28689,0.284791,28314,,,,,,,,ngsl_sfi_31k,
coxswain,coxswain,28690,0.284689,28315,,,,,,,,ngsl_sfi_31k,
coyness,coyness,28691,0.284587,28316,,,,,,,,ngsl_sfi_31k,
damnably,damnably,28692,0.284484,28317,,,,,,,,ngsl_sfi_31k,
docility,docility,28693,0.284382,28318,,,,,,,,ngsl_sfi_31k,
elephantine,elephantine,28694,0.284279,28319,,,,,,,,ngsl_sfi_31k,
espadrille,espadrille,28695,0.284177,28320,,,,,,,,ngsl_sfi_31k,
fairyland,fairyland,28696,0.284075,28321,,,,,,,,ngsl_sfi_31k,
fanlight,fanlight,28697,0.283972,28322,,,,,,,,ngsl_sfi_31k,
fervid,fervid,28698,0.283870,28323,,,,,,,,ngsl_sfi_31k,
futilely,futilely,28699,0.283768,28324,,,,,,,,ngsl_sfi_31k,
grog,grog,28700,0.283665,28325,,,,,,,,ngsl_sfi_31k,
harrumph,harrumph,28701,0.283563,28326,,,,,,,,ngsl_sfi_31k,
inconspicuously,inconspicuously,28702,0.283461,28327,,,,,,,,ngsl_sfi_31k,
injudicious,injudicious,28703,0.283358,28328,,,,,,,,ngsl_sfi_31k,
jetsam,jetsam,28704,0.283256,28329,,,,,,,,ngsl_sfi_31k,
knowingness,knowingness,28705,0.283154,28330,,,,,,,,ngsl_sfi_31k,
lollop,lollop,28706,0.283051,28331,,,,,,,,ngsl_sfi_31k,
neckcloth,neckcloth,28707,0.282949,28332,,,,,,,,ngsl_sfi_31k,
oilcloth,oilcloth,28708,0.282847,28333,,,,,,,,ngsl_sfi_31k,
oubliette,oubliette,28709,0.282744,28334,,,,,,,,ngsl_sfi_31k,
placidity,placidity,28710,0.282642,28335,,,,,,,,ngsl_sfi_31k,
putrefaction,putrefaction,28711,0.282540,28336,,,,,,,,ngsl_sfi_31k,
raucously,raucously,28712,0.282438,28337,,,,,,,,ngsl_sfi_31k,
roguishly,roguishly,28713,0.282335,28338,,,,,,,,ngsl_sfi_31k,
sniffly,sniffly,28714,0.282233,28339,,,,,,,,ngsl_sfi_31k,
stoup,stoup,28715,0.282131,28340,,,,,,,,ngsl_sfi_31k,
sunstroke,sunstroke,28716,0.282028,28341,,,,,,,,ngsl_sfi_31k,
thundercloud,thundercloud,28717,0.281926,28342,,,,,,,,ngsl_sfi_31k,
uncommunicative,uncommunicative,28718,0.281824,28343,,,,,,,,ngsl_sfi_31k,
unenthusiastically,unenthusiastically,28719,0.281722,28344,,,,,,,,ngsl_sfi_31k,
ungovernable,ungovernable,28720,0.281619,28345,,,,,,,,ngsl_sfi_31k,
unmanly,unmanly,28721,0.281517,28346,,,,,,,,ngsl_sfi_31k,
unpolished,unpolished,28722,0.281415,28347,,,,,,,,ngsl_sfi_31k,
unquenchable,unquenchable,28723,0.281313,28348,,,,,,,,ngsl_sfi_31k,
volubly,volubly,28724,0.281210,28349,,,,,,,,ngsl_sfi_31k,
whippet,whippet,28725,0.281108,28350,,,,,,,,ngsl_sfi_31k,
wolfishly,wolfishly,28726,0.281006,28351,,,,,,,,ngsl_sfi_31k,
wrathful,wrathful,28727,0.280904,28352,,,,,,,,ngsl_sfi_31k,
armorial,armorial,28728,0.280801,28353,,,,,,,,ngsl_sfi_31k,
bardic,bardic,28729,0.280699,28354,,,,,,,,ngsl_sfi_31k,
bombardier,bombardier,28730,0.280597,28355,,,,,,,,ngsl_sfi_31k,
catarrhal,catarrhal,28731,0.280495,28356,,,,,,,,ngsl_sfi_31k,
citrine,citrine,28732,0.280392,28357,,,,,,,,ngsl_sfi_31k,
collegiality,collegiality,28733,0.280290,28358,,,,,,,,ngsl_sfi_31k,
concessionaire,concessionaire,28734,0.280188,28359,,,,,,,,ngsl_sfi_31k,
exploiter,exploiter,28735,0.280086,28360,,,,,,,,ngsl_sfi_31k,
falconer,falconer,28736,0.279984,28361,,,,,,,,ngsl_sfi_31k,
flatfish,flatfish,28737,0.279881,28362,,,,,,,,ngsl_sfi_31k,
horsetail,horsetail,28738,0.279779,28363,,,,,,,,ngsl_sfi_31k,
lapidary,lapidary,28739,0.279677,28364,,,,,,,,ngsl_sfi_31k,
leger,leger,28740,0.279575,28365,,,,,,,,ngsl_sfi_31k,
millpond,millpond,28741,0.279473,28366,,,,,,,,ngsl_sfi_31k,
persuasiveness,persuasiveness,28742,0.279370,28367,,,,,,,,ngsl_sfi_31k,
photocell,photocell,28743,0.279268,28368,,,,,,,,ngsl_sfi_31k,
popularizer,popularizer,28744,0.279166,28369,,,,,,,,ngsl_sfi_31k,
serialization,serialization,28745,0.279064,28370,,,,,,,,ngsl_sfi_31k,
tympanum,tympanum,28746,0.278962,28371,,,,,,,,ngsl_sfi_31k,
uncultivated,uncultivated,28747,0.278859,28372,,,,,,,,ngsl_sfi_31k,
woodcarver,woodcarver,28748,0.278757,28373,,,,,,,,ngsl_sfi_31k,
affixal,affixal,28749,0.278655,28374,,,,,,,,ngsl_sfi_31k,
agglutinative,agglutinative,28750,0.278553,28375,,,,,,,,ngsl_sfi_31k,
arbovirus,arbovirus,28751,0.278451,28376,,,,,,,,ngsl_sfi_31k,
bigram,bigram,28752,0.278349,28377,,,,,,,,ngsl_sfi_31k,
biocontrol,biocontrol,28753,0.278246,28378,,,,,,,,ngsl_sfi_31k,
bollworm,bollworm,28754,0.278144,28379,,,,,,,,ngsl_sfi_31k,
crosscultural,crosscultural,28755,0.278042,28380,,,,,,,,ngsl_sfi_31k,
demineralization,demineralization,28756,0.277940,28381,,,,,,,,ngsl_sfi_31k,
dentition,dentition,28757,0.277838,28382,,,,,,,,ngsl_sfi_31k,
dichotomously,dichotomously,28758,0.277736,28383,,,,,,,,ngsl_sfi_31k,
diphthongize,diphthongize,28759,0.277634,28384,,,,,,,,ngsl_sfi_31k,
dipterocarp,dipterocarp,28760,0.277532,28385,,,,,,,,ngsl_sfi_31k,
dissociable,dissociable,28761,0.277429,28386,,,,,,,,ngsl_sfi_31k,
intramuscularly,intramuscularly,28762,0.277327,28387,,,,,,,,ngsl_sfi_31k,
metastability,metastability,28763,0.277225,28388,,,,,,,,ngsl_sfi_31k,
midazolam,midazolam,28764,0.277123,28389,,,,,,,,ngsl_sfi_31k,
morphemic,morphemic,28765,0.277021,28390,,,,,,,,ngsl_sfi_31k,
nonadjacent,nonadjacent,28766,0.276919,28391,,,,,,,,ngsl_sfi_31k,
oropharyngeal,oropharyngeal,28767,0.276817,28392,,,,,,,,ngsl_sfi_31k,
overanxious,overanxious,28768,0.276715,28393,,,,,,,,ngsl_sfi_31k,
phrenologist,phrenologist,28769,0.276613,28394,,,,,,,,ngsl_sfi_31k,
rectosigmoid,rectosigmoid,28770,0.276511,28395,,,,,,,,ngsl_sfi_31k,
rubato,rubato,28771,0.276408,28396,,,,,,,,ngsl_sfi_31k,
sarcosine,sarcosine,28772,0.276306,28397,,,,,,,,ngsl_sfi_31k,
sclerite,sclerite,28773,0.276204,28398,,,,,,,,ngsl_sfi_31k,
sinistral,sinistral,28774,0.276102,28399,,,,,,,,ngsl_sfi_31k,
supercoil,supercoil,28775,0.276000,28400,,,,,,,,ngsl_sfi_31k,
triazolam,triazolam,28776,0.275898,28401,,,,,,,,ngsl_sfi_31k,
unaccented,unaccented,28777,0.275796,28402,,,,,,,,ngsl_sfi_31k,
valvular,valvular,28778,0.275694,28403,,,,,,,,ngsl_sfi_31k,
visuomotor,visuomotor,28779,0.275592,28404,,,,,,,,ngsl_sfi_31k,
waxwing,waxwing,28780,0.275490,28405,,,,,,,,ngsl_sfi_31k,
guider,guider,28781,0.275388,28406,,,,,,,,ngsl_sfi_31k,
seel,seel,28782,0.275286,28407,,,,,,,,ngsl_sfi_31k,
crosser,crosser,28783,0.275184,28408,,,,,,,,ngsl_sfi_31k,
photolithography,photolithography,28784,0.275082,28409,,,,,,,,ngsl_sfi_31k,
allergenic,allergenic,28785,0.274980,28410,,,,,,,,ngsl_sfi_31k,
antidumping,antidumping,28786,0.274878,28411,,,,,,,,ngsl_sfi_31k,
buckyball,buckyball,28787,0.274776,28412,,,,,,,,ngsl_sfi_31k,
celeriac,celeriac,28788,0.274674,28413,,,,,,,,ngsl_sfi_31k,
compote,compote,28789,0.274572,28414,,,,,,,,ngsl_sfi_31k,
cubit,cubit,28790,0.274470,28415,,,,,,,,ngsl_sfi_31k,
daphnia,daphnia,28791,0.274368,28416,,,,,,,,ngsl_sfi_31k,
downdraft,downdraft,28792,0.274265,28417,,,,,,,,ngsl_sfi_31k,
eyestrain,eyestrain,28793,0.274163,28418,,,,,,,,ngsl_sfi_31k,
hardtop,hardtop,28794,0.274061,28419,,,,,,,,ngsl_sfi_31k,
houseclean,houseclean,28795,0.273959,28420,,,,,,,,ngsl_sfi_31k,
interlibrary,interlibrary,28796,0.273857,28421,,,,,,,,ngsl_sfi_31k,
kilobyte,kilobyte,28797,0.273756,28422,,,,,,,,ngsl_sfi_31k,
legendarily,legendarily,28798,0.273654,28423,,,,,,,,ngsl_sfi_31k,
malapropism,malapropism,28799,0.273552,28424,,,,,,,,ngsl_sfi_31k,
mendacity,mendacity,28800,0.273450,28425,,,,,,,,ngsl_sfi_31k,
merino,merino,28801,0.273348,28426,,,,,,,,ngsl_sfi_31k,
miniaturization,miniaturization,28802,0.273246,28427,,,,,,,,ngsl_sfi_31k,
narcissist,narcissist,28803,0.273042,28429,,,,,,,,ngsl_sfi_31k,
nonlethal,nonlethal,28804,0.272940,28430,,,,,,,,ngsl_sfi_31k,
rotator,rotator,28805,0.272838,28431,,,,,,,,ngsl_sfi_31k,
salesclerk,salesclerk,28806,0.272736,28432,,,,,,,,ngsl_sfi_31k,
sorter,sorter,28807,0.272634,28433,,,,,,,,ngsl_sfi_31k,
spitball,spitball,28808,0.272532,28434,,,,,,,,ngsl_sfi_31k,
stablemate,stablemate,28809,0.272430,28435,,,,,,,,ngsl_sfi_31k,
tinkerer,tinkerer,28810,0.272328,28436,,,,,,,,ngsl_sfi_31k,
untuck,untuck,28811,0.272226,28437,,,,,,,,ngsl_sfi_31k,
watercolorist,watercolorist,28812,0.272124,28438,,,,,,,,ngsl_sfi_31k,
determinable,determinable,28813,0.272022,28439,,,,,,,,ngsl_sfi_31k,
axil,axil,28814,0.271920,28440,,,,,,,,ngsl_sfi_31k,
battlefront,battlefront,28815,0.271818,28441,,,,,,,,ngsl_sfi_31k,
belemnite,belemnite,28816,0.271716,28442,,,,,,,,ngsl_sfi_31k,
bibliographer,bibliographer,28817,0.271615,28443,,,,,,,,ngsl_sfi_31k,
bookbinder,bookbinder,28818,0.271513,28444,,,,,,,,ngsl_sfi_31k,
caricaturist,caricaturist,28819,0.271411,28445,,,,,,,,ngsl_sfi_31k,
chancellorship,chancellorship,28820,0.271309,28446,,,,,,,,ngsl_sfi_31k,
cogency,cogency,28821,0.271207,28447,,,,,,,,ngsl_sfi_31k,
coloratura,coloratura,28822,0.271105,28448,,,,,,,,ngsl_sfi_31k,
demoralization,demoralization,28823,0.271003,28449,,,,,,,,ngsl_sfi_31k,
intertribal,intertribal,28824,0.270799,28451,,,,,,,,ngsl_sfi_31k,
janissary,janissary,28825,0.270697,28452,,,,,,,,ngsl_sfi_31k,
langur,langur,28826,0.270596,28453,,,,,,,,ngsl_sfi_31k,
liverwort,liverwort,28827,0.270494,28454,,,,,,,,ngsl_sfi_31k,
longbow,longbow,28828,0.270392,28455,,,,,,,,ngsl_sfi_31k,
metallurgist,metallurgist,28829,0.270290,28456,,,,,,,,ngsl_sfi_31k,
militarist,militarist,28830,0.270188,28457,,,,,,,,ngsl_sfi_31k,
nitrogenous,nitrogenous,28831,0.270086,28458,,,,,,,,ngsl_sfi_31k,
outrigger,outrigger,28832,0.269984,28459,,,,,,,,ngsl_sfi_31k,
packhorse,packhorse,28833,0.269883,28460,,,,,,,,ngsl_sfi_31k,
perihelion,perihelion,28834,0.269781,28461,,,,,,,,ngsl_sfi_31k,
presentment,presentment,28835,0.269679,28462,,,,,,,,ngsl_sfi_31k,
raj,raj,28836,0.269577,28463,,,,,,,,ngsl_sfi_31k,
runic,runic,28837,0.269475,28464,,,,,,,,ngsl_sfi_31k,
subtropics,subtropics,28838,0.269373,28465,,,,,,,,ngsl_sfi_31k,
transshipment,transshipment,28839,0.269271,28466,,,,,,,,ngsl_sfi_31k,
underlet,underlet,28840,0.269170,28467,,,,,,,,ngsl_sfi_31k,
beery,beery,28841,0.269068,28468,,,,,,,,ngsl_sfi_31k,
bestiality,bestiality,28842,0.268966,28469,,,,,,,,ngsl_sfi_31k,
capybara,capybara,28843,0.268864,28470,,,,,,,,ngsl_sfi_31k,
careworn,careworn,28844,0.268762,28471,,,,,,,,ngsl_sfi_31k,
chino,chino,28845,0.268661,28472,,,,,,,,ngsl_sfi_31k,
conjurer,conjurer,28846,0.268559,28473,,,,,,,,ngsl_sfi_31k,
copperplate,copperplate,28847,0.268457,28474,,,,,,,,ngsl_sfi_31k,
crackly,crackly,28848,0.268355,28475,,,,,,,,ngsl_sfi_31k,
crump,crump,28849,0.268253,28476,,,,,,,,ngsl_sfi_31k,
dotage,dotage,28850,0.268152,28477,,,,,,,,ngsl_sfi_31k,
expiate,expiate,28851,0.268050,28478,,,,,,,,ngsl_sfi_31k,
fastidiousness,fastidiousness,28852,0.267948,28479,,,,,,,,ngsl_sfi_31k,
fickleness,fickleness,28853,0.267846,28480,,,,,,,,ngsl_sfi_31k,
fieldfare,fieldfare,28854,0.267744,28481,,,,,,,,ngsl_sfi_31k,
footpad,footpad,28855,0.267643,28482,,,,,,,,ngsl_sfi_31k,
foxtrot,foxtrot,28856,0.267541,28483,,,,,,,,ngsl_sfi_31k,
garrotte,garrotte,28857,0.267439,28484,,,,,,,,ngsl_sfi_31k,
godchild,godchild,28858,0.267337,28485,,,,,,,,ngsl_sfi_31k,
groggily,groggily,28859,0.267236,28486,,,,,,,,ngsl_sfi_31k,
grok,grok,28860,0.267134,28487,,,,,,,,ngsl_sfi_31k,
hassock,hassock,28861,0.267032,28488,,,,,,,,ngsl_sfi_31k,
heartlessly,heartlessly,28862,0.266930,28489,,,,,,,,ngsl_sfi_31k,
hotspur,hotspur,28863,0.266829,28490,,,,,,,,ngsl_sfi_31k,
impious,impious,28864,0.266727,28491,,,,,,,,ngsl_sfi_31k,
imposter,imposter,28865,0.266625,28492,,,,,,,,ngsl_sfi_31k,
incurious,incurious,28866,0.266523,28493,,,,,,,,ngsl_sfi_31k,
interrogatively,interrogatively,28867,0.266422,28494,,,,,,,,ngsl_sfi_31k,
lameness,lameness,28868,0.266320,28495,,,,,,,,ngsl_sfi_31k,
musketry,musketry,28869,0.266218,28496,,,,,,,,ngsl_sfi_31k,
plainness,plainness,28870,0.266116,28497,,,,,,,,ngsl_sfi_31k,
plash,plash,28871,0.266015,28498,,,,,,,,ngsl_sfi_31k,
ranulf,ranulf,28872,0.265913,28499,,,,,,,,ngsl_sfi_31k,
saturnine,saturnine,28873,0.265811,28500,,,,,,,,ngsl_sfi_31k,
servitor,servitor,28874,0.265710,28501,,,,,,,,ngsl_sfi_31k,
shoemaking,shoemaking,28875,0.265608,28502,,,,,,,,ngsl_sfi_31k,
shrewish,shrewish,28876,0.265506,28503,,,,,,,,ngsl_sfi_31k,
signboard,signboard,28877,0.265404,28504,,,,,,,,ngsl_sfi_31k,
stentorian,stentorian,28878,0.265303,28505,,,,,,,,ngsl_sfi_31k,
unconcealed,unconcealed,28879,0.265201,28506,,,,,,,,ngsl_sfi_31k,
unconquerable,unconquerable,28880,0.265099,28507,,,,,,,,ngsl_sfi_31k,
unctuous,unctuous,28881,0.264998,28508,,,,,,,,ngsl_sfi_31k,
unstrap,unstrap,28882,0.264896,28509,,,,,,,,ngsl_sfi_31k,
veld,veld,28883,0.264794,28510,,,,,,,,ngsl_sfi_31k,
wherry,wherry,28884,0.264693,28511,,,,,,,,ngsl_sfi_31k,
womankind,womankind,28885,0.264591,28512,,,,,,,,ngsl_sfi_31k,
classwork,classwork,28886,0.264489,28513,,,,,,,,ngsl_sfi_31k,
resend,resend,28887,0.264388,28514,,,,,,,,ngsl_sfi_31k,
sprit,sprit,28888,0.264286,28515,,,,,,,,ngsl_sfi_31k,
unpleased,unpleased,28889,0.264184,28516,,,,,,,,ngsl_sfi_31k,
acme,acme,28890,0.264083,28517,,,,,,,,ngsl_sfi_31k,
brownout,brownout,28891,0.263981,28518,,,,,,,,ngsl_sfi_31k,
comity,comity,28892,0.263879,28519,,,,,,,,ngsl_sfi_31k,
encomium,encomium,28893,0.263778,28520,,,,,,,,ngsl_sfi_31k,
implausibly,implausibly,28894,0.263676,28521,,,,,,,,ngsl_sfi_31k,
jeremiad,jeremiad,28895,0.263575,28522,,,,,,,,ngsl_sfi_31k,
likability,likability,28896,0.263473,28523,,,,,,,,ngsl_sfi_31k,
literalism,literalism,28897,0.263371,28524,,,,,,,,ngsl_sfi_31k,
megaproject,megaproject,28898,0.263270,28525,,,,,,,,ngsl_sfi_31k,
milkweed,milkweed,28899,0.263168,28526,,,,,,,,ngsl_sfi_31k,
misanthropic,misanthropic,28900,0.263066,28527,,,,,,,,ngsl_sfi_31k,
nester,nester,28901,0.262965,28528,,,,,,,,ngsl_sfi_31k,
onomatopoeia,onomatopoeia,28902,0.262863,28529,,,,,,,,ngsl_sfi_31k,
palmetto,palmetto,28903,0.262762,28530,,,,,,,,ngsl_sfi_31k,
