word,normalized_word,rank,priority_score,original_rank,ngsl_rank,supplement_category,oxford_list,oxford_level,nawl_rank,tsl_rank,bsl_rank,sources,notes
extensible,extensible,28223,0.332896,27848,,,,,,,,ngsl_sfi_31k,
flameout,flameout,28224,0.332792,27849,,,,,,,,ngsl_sfi_31k,
gesso,gesso,28225,0.332688,27850,,,,,,,,ngsl_sfi_31k,
herniate,herniate,28226,0.332584,27851,,,,,,,,ngsl_sfi_31k,
macula,macula,28227,0.332480,27852,,,,,,,,ngsl_sfi_31k,
manicurist,manicurist,28228,0.332376,27853,,,,,,,,ngsl_sfi_31k,
ragweed,ragweed,28229,0.332272,27854,,,,,,,,ngsl_sfi_31k,
realpolitik,realpolitik,28230,0.332168,27855,,,,,,,,ngsl_sfi_31k,
toehold,toehold,28231,0.332064,27856,,,,,,,,ngsl_sfi_31k,
benefic,benefic,28232,0.331960,27857,,,,,,,,ngsl_sfi_31k,
doubtlessly,doubtlessly,28233,0.331856,27858,,,,,,,,ngsl_sfi_31k,
examen,examen,28234,0.331752,27859,,,,,,,,ngsl_sfi_31k,
heartedly,heartedly,28235,0.331648,27860,,,,,,,,ngsl_sfi_31k,
bookbinding,bookbinding,28236,0.331544,27861,,,,,,,,ngsl_sfi_31k,
calorific,calorific,28237,0.331439,27862,,,,,,,,ngsl_sfi_31k,
caryatid,caryatid,28238,0.331335,27863,,,,,,,,ngsl_sfi_31k,
creamery,creamery,28239,0.331231,27864,,,,,,,,ngsl_sfi_31k,
deuteron,deuteron,28240,0.331127,27865,,,,,,,,ngsl_sfi_31k,
genuineness,genuineness,28241,0.331023,27866,,,,,,,,ngsl_sfi_31k,
handmaid,handmaid,28242,0.330919,27867,,,,,,,,ngsl_sfi_31k,
lek,lek,28243,0.330815,27868,,,,,,,,ngsl_sfi_31k,
lemming,lemming,28244,0.330711,27869,,,,,,,,ngsl_sfi_31k,
majolica,majolica,28245,0.330607,27870,,,,,,,,ngsl_sfi_31k,
obsolescent,obsolescent,28246,0.330503,27871,,,,,,,,ngsl_sfi_31k,
razorbill,razorbill,28247,0.330399,27872,,,,,,,,ngsl_sfi_31k,
secant,secant,28248,0.330295,27873,,,,,,,,ngsl_sfi_31k,
wardenship,wardenship,28249,0.330191,27874,,,,,,,,ngsl_sfi_31k,
wheelwright,wheelwright,28250,0.330087,27875,,,,,,,,ngsl_sfi_31k,
anestrous,anestrous,28251,0.329983,27876,,,,,,,,ngsl_sfi_31k,
anticholinergic,anticholinergic,28252,0.329879,27877,,,,,,,,ngsl_sfi_31k,
atherosclerotic,atherosclerotic,28253,0.329775,27878,,,,,,,,ngsl_sfi_31k,
autoclave,autoclave,28254,0.329671,27879,,,,,,,,ngsl_sfi_31k,
backorder,backorder,28255,0.329567,27880,,,,,,,,ngsl_sfi_31k,
biomolecule,biomolecule,28256,0.329463,27881,,,,,,,,ngsl_sfi_31k,
bipolarity,bipolarity,28257,0.329359,27882,,,,,,,,ngsl_sfi_31k,
brahman,brahman,28258,0.329255,27883,,,,,,,,ngsl_sfi_31k,
chromatograph,chromatograph,28259,0.329152,27884,,,,,,,,ngsl_sfi_31k,
compressive,compressive,28260,0.329048,27885,,,,,,,,ngsl_sfi_31k,
deoxyribonucleic,deoxyribonucleic,28261,0.328944,27886,,,,,,,,ngsl_sfi_31k,
dermal,dermal,28262,0.328840,27887,,,,,,,,ngsl_sfi_31k,
dextral,dextral,28263,0.328736,27888,,,,,,,,ngsl_sfi_31k,
electroencephalographic,electroencephalographic,28264,0.328632,27889,,,,,,,,ngsl_sfi_31k,
erythromycin,erythromycin,28265,0.328528,27890,,,,,,,,ngsl_sfi_31k,
eventuate,eventuate,28266,0.328424,27891,,,,,,,,ngsl_sfi_31k,
extractable,extractable,28267,0.328320,27892,,,,,,,,ngsl_sfi_31k,
exudate,exudate,28268,0.328216,27893,,,,,,,,ngsl_sfi_31k,
fetlock,fetlock,28269,0.328112,27894,,,,,,,,ngsl_sfi_31k,
footwall,footwall,28270,0.328008,27895,,,,,,,,ngsl_sfi_31k,
habitability,habitability,28271,0.327904,27896,,,,,,,,ngsl_sfi_31k,
hormonally,hormonally,28272,0.327800,27897,,,,,,,,ngsl_sfi_31k,
hypernymy,hypernymy,28273,0.327697,27898,,,,,,,,ngsl_sfi_31k,
immunodeficient,immunodeficient,28274,0.327593,27899,,,,,,,,ngsl_sfi_31k,
immunogenicity,immunogenicity,28275,0.327489,27900,,,,,,,,ngsl_sfi_31k,
isochronous,isochronous,28276,0.327385,27901,,,,,,,,ngsl_sfi_31k,
lateralize,lateralize,28277,0.327281,27902,,,,,,,,ngsl_sfi_31k,
licit,licit,28278,0.327177,27903,,,,,,,,ngsl_sfi_31k,
malleability,malleability,28279,0.327073,27904,,,,,,,,ngsl_sfi_31k,
meconium,meconium,28280,0.326969,27905,,,,,,,,ngsl_sfi_31k,
montane,montane,28281,0.326865,27906,,,,,,,,ngsl_sfi_31k,
morphophonemic,morphophonemic,28282,0.326762,27907,,,,,,,,ngsl_sfi_31k,
neotenic,neotenic,28283,0.326658,27908,,,,,,,,ngsl_sfi_31k,
neuroscientific,neuroscientific,28284,0.326554,27909,,,,,,,,ngsl_sfi_31k,
neurotoxic,neurotoxic,28285,0.326450,27910,,,,,,,,ngsl_sfi_31k,
pleiotropy,pleiotropy,28286,0.326346,27911,,,,,,,,ngsl_sfi_31k,
pluperfect,pluperfect,28287,0.326242,27912,,,,,,,,ngsl_sfi_31k,
psychoactive,psychoactive,28288,0.326138,27913,,,,,,,,ngsl_sfi_31k,
raphe,raphe,28289,0.326035,27914,,,,,,,,ngsl_sfi_31k,
repetitively,repetitively,28290,0.325931,27915,,,,,,,,ngsl_sfi_31k,
rhinitis,rhinitis,28291,0.325827,27916,,,,,,,,ngsl_sfi_31k,
syncopation,syncopation,28292,0.325723,27917,,,,,,,,ngsl_sfi_31k,
tractability,tractability,28293,0.325619,27918,,,,,,,,ngsl_sfi_31k,
unanalyzed,unanalyzed,28294,0.325515,27919,,,,,,,,ngsl_sfi_31k,
unreacted,unreacted,28295,0.325412,27920,,,,,,,,ngsl_sfi_31k,
uvular,uvular,28296,0.325308,27921,,,,,,,,ngsl_sfi_31k,
vincristine,vincristine,28297,0.325204,27922,,,,,,,,ngsl_sfi_31k,
volution,volution,28298,0.325100,27923,,,,,,,,ngsl_sfi_31k,
explosiveness,explosiveness,28299,0.324996,27924,,,,,,,,ngsl_sfi_31k,
glycerin,glycerin,28300,0.324892,27925,,,,,,,,ngsl_sfi_31k,
niacin,niacin,28301,0.324789,27926,,,,,,,,ngsl_sfi_31k,
nondenominational,nondenominational,28302,0.324685,27927,,,,,,,,ngsl_sfi_31k,
nonjudgmental,nonjudgmental,28303,0.324581,27928,,,,,,,,ngsl_sfi_31k,
overexposure,overexposure,28304,0.324477,27929,,,,,,,,ngsl_sfi_31k,
propagator,propagator,28305,0.324373,27930,,,,,,,,ngsl_sfi_31k,
schlep,schlep,28306,0.324270,27931,,,,,,,,ngsl_sfi_31k,
starstruck,starstruck,28307,0.324166,27932,,,,,,,,ngsl_sfi_31k,
trimmer,trimmer,28308,0.324062,27933,,,,,,,,ngsl_sfi_31k,
unbowed,unbowed,28309,0.323958,27934,,,,,,,,ngsl_sfi_31k,
zinnia,zinnia,28310,0.323855,27935,,,,,,,,ngsl_sfi_31k,
unappropriated,unappropriated,28311,0.323751,27936,,,,,,,,ngsl_sfi_31k,
acquaintanceship,acquaintanceship,28312,0.323647,27937,,,,,,,,ngsl_sfi_31k,
boringly,boringly,28313,0.323543,27938,,,,,,,,ngsl_sfi_31k,
caftan,caftan,28314,0.323440,27939,,,,,,,,ngsl_sfi_31k,
caressingly,caressingly,28315,0.323336,27940,,,,,,,,ngsl_sfi_31k,
chitter,chitter,28316,0.323232,27941,,,,,,,,ngsl_sfi_31k,
cockatoo,cockatoo,28317,0.323128,27942,,,,,,,,ngsl_sfi_31k,
collarless,collarless,28318,0.323025,27943,,,,,,,,ngsl_sfi_31k,
consulship,consulship,28319,0.322921,27944,,,,,,,,ngsl_sfi_31k,
feebleness,feebleness,28320,0.322817,27945,,,,,,,,ngsl_sfi_31k,
greasepaint,greasepaint,28321,0.322713,27946,,,,,,,,ngsl_sfi_31k,
hypo,hypo,28322,0.322610,27947,,,,,,,,ngsl_sfi_31k,
kedgeree,kedgeree,28323,0.322506,27948,,,,,,,,ngsl_sfi_31k,
mannish,mannish,28324,0.322402,27949,,,,,,,,ngsl_sfi_31k,
meekness,meekness,28325,0.322298,27950,,,,,,,,ngsl_sfi_31k,
molehill,molehill,28326,0.322195,27951,,,,,,,,ngsl_sfi_31k,
nimbus,nimbus,28327,0.322091,27952,,,,,,,,ngsl_sfi_31k,
pommel,pommel,28328,0.321987,27953,,,,,,,,ngsl_sfi_31k,
postilion,postilion,28329,0.321884,27954,,,,,,,,ngsl_sfi_31k,
regally,regally,28330,0.321780,27955,,,,,,,,ngsl_sfi_31k,
rimless,rimless,28331,0.321676,27956,,,,,,,,ngsl_sfi_31k,
royally,royally,28332,0.321573,27957,,,,,,,,ngsl_sfi_31k,
sagacious,sagacious,28333,0.321469,27958,,,,,,,,ngsl_sfi_31k,
shamefacedly,shamefacedly,28334,0.321365,27959,,,,,,,,ngsl_sfi_31k,
spinney,spinney,28335,0.321262,27960,,,,,,,,ngsl_sfi_31k,
sturdily,sturdily,28336,0.321158,27961,,,,,,,,ngsl_sfi_31k,
sureness,sureness,28337,0.321054,27962,,,,,,,,ngsl_sfi_31k,
tigress,tigress,28338,0.320951,27963,,,,,,,,ngsl_sfi_31k,
timorous,timorous,28339,0.320847,27964,,,,,,,,ngsl_sfi_31k,
unexceptionable,unexceptionable,28340,0.320743,27965,,,,,,,,ngsl_sfi_31k,
unreasoning,unreasoning,28341,0.320640,27966,,,,,,,,ngsl_sfi_31k,
abyssal,abyssal,28342,0.320536,27967,,,,,,,,ngsl_sfi_31k,
airworthiness,airworthiness,28343,0.320432,27968,,,,,,,,ngsl_sfi_31k,
anaconda,anaconda,28344,0.320329,27969,,,,,,,,ngsl_sfi_31k,
atonal,atonal,28345,0.320225,27970,,,,,,,,ngsl_sfi_31k,
bailment,bailment,28346,0.320121,27971,,,,,,,,ngsl_sfi_31k,
carpel,carpel,28347,0.320018,27972,,,,,,,,ngsl_sfi_31k,
corsair,corsair,28348,0.319914,27973,,,,,,,,ngsl_sfi_31k,
covetousness,covetousness,28349,0.319810,27974,,,,,,,,ngsl_sfi_31k,
denigration,denigration,28350,0.319707,27975,,,,,,,,ngsl_sfi_31k,
felucca,felucca,28351,0.319603,27976,,,,,,,,ngsl_sfi_31k,
gymnosperm,gymnosperm,28352,0.319500,27977,,,,,,,,ngsl_sfi_31k,
holograph,holograph,28353,0.319396,27978,,,,,,,,ngsl_sfi_31k,
interferometer,interferometer,28354,0.319292,27979,,,,,,,,ngsl_sfi_31k,
lodestone,lodestone,28355,0.319189,27980,,,,,,,,ngsl_sfi_31k,
majlis,majlis,28356,0.319085,27981,,,,,,,,ngsl_sfi_31k,
oryx,oryx,28357,0.318982,27982,,,,,,,,ngsl_sfi_31k,
reformism,reformism,28358,0.318878,27983,,,,,,,,ngsl_sfi_31k,
rhea,rhea,28359,0.318774,27984,,,,,,,,ngsl_sfi_31k,
seaborne,seaborne,28360,0.318671,27985,,,,,,,,ngsl_sfi_31k,
shipwright,shipwright,28361,0.318567,27986,,,,,,,,ngsl_sfi_31k,
symbolist,symbolist,28362,0.318464,27987,,,,,,,,ngsl_sfi_31k,
undertenant,undertenant,28363,0.318360,27988,,,,,,,,ngsl_sfi_31k,
straightly,straightly,28364,0.318257,27989,,,,,,,,ngsl_sfi_31k,
uncleaned,uncleaned,28365,0.318153,27990,,,,,,,,ngsl_sfi_31k,
seahorse,seahorse,28366,0.318049,27991,,,,,,,,ngsl_sfi_31k,
acidophilic,acidophilic,28367,0.317946,27992,,,,,,,,ngsl_sfi_31k,
blastocoelic,blastocoelic,28368,0.317842,27993,,,,,,,,ngsl_sfi_31k,
calcify,calcify,28369,0.317739,27994,,,,,,,,ngsl_sfi_31k,
calorimetry,calorimetry,28370,0.317635,27995,,,,,,,,ngsl_sfi_31k,
capsular,capsular,28371,0.317532,27996,,,,,,,,ngsl_sfi_31k,
cartesian,cartesian,28372,0.317428,27997,,,,,,,,ngsl_sfi_31k,
concha,concha,28373,0.317325,27998,,,,,,,,ngsl_sfi_31k,
corticotropin,corticotropin,28374,0.317221,27999,,,,,,,,ngsl_sfi_31k,
earliness,earliness,28375,0.317118,28000,,,,,,,,ngsl_sfi_31k,
echoic,echoic,28376,0.317014,28001,,,,,,,,ngsl_sfi_31k,
eosinophilia,eosinophilia,28377,0.316911,28002,,,,,,,,ngsl_sfi_31k,
expander,expander,28378,0.316807,28003,,,,,,,,ngsl_sfi_31k,
gnathostome,gnathostome,28379,0.316703,28004,,,,,,,,ngsl_sfi_31k,
hysteresis,hysteresis,28380,0.316600,28005,,,,,,,,ngsl_sfi_31k,
infelicitous,infelicitous,28381,0.316496,28006,,,,,,,,ngsl_sfi_31k,
integrally,integrally,28382,0.316393,28007,,,,,,,,ngsl_sfi_31k,
intimal,intimal,28383,0.316289,28008,,,,,,,,ngsl_sfi_31k,
lawmaking,lawmaking,28384,0.316186,28009,,,,,,,,ngsl_sfi_31k,
logarithmically,logarithmically,28385,0.316082,28010,,,,,,,,ngsl_sfi_31k,
mara,mara,28386,0.315979,28011,,,,,,,,ngsl_sfi_31k,
microsphere,microsphere,28387,0.315876,28012,,,,,,,,ngsl_sfi_31k,
microtome,microtome,28388,0.315772,28013,,,,,,,,ngsl_sfi_31k,
mutagenic,mutagenic,28389,0.315669,28014,,,,,,,,ngsl_sfi_31k,
naltrexone,naltrexone,28390,0.315565,28015,,,,,,,,ngsl_sfi_31k,
neuromotor,neuromotor,28391,0.315462,28016,,,,,,,,ngsl_sfi_31k,
overactivity,overactivity,28392,0.315358,28017,,,,,,,,ngsl_sfi_31k,
parkinsonian,parkinsonian,28393,0.315255,28018,,,,,,,,ngsl_sfi_31k,
particularistic,particularistic,28394,0.315151,28019,,,,,,,,ngsl_sfi_31k,
pedagogically,pedagogically,28395,0.315048,28020,,,,,,,,ngsl_sfi_31k,
pericarp,pericarp,28396,0.314944,28021,,,,,,,,ngsl_sfi_31k,
potsherd,potsherd,28397,0.314841,28022,,,,,,,,ngsl_sfi_31k,
problematize,problematize,28398,0.314737,28023,,,,,,,,ngsl_sfi_31k,
reanalyze,reanalyze,28399,0.314634,28024,,,,,,,,ngsl_sfi_31k,
stingless,stingless,28400,0.314531,28025,,,,,,,,ngsl_sfi_31k,
substring,substring,28401,0.314427,28026,,,,,,,,ngsl_sfi_31k,
teratogen,teratogen,28402,0.314324,28027,,,,,,,,ngsl_sfi_31k,
territorially,territorially,28403,0.314220,28028,,,,,,,,ngsl_sfi_31k,
tetracycline,tetracycline,28404,0.314117,28029,,,,,,,,ngsl_sfi_31k,
topicalization,topicalization,28405,0.314013,28030,,,,,,,,ngsl_sfi_31k,
uncultured,uncultured,28406,0.313910,28031,,,,,,,,ngsl_sfi_31k,
unmated,unmated,28407,0.313807,28032,,,,,,,,ngsl_sfi_31k,
warfarin,warfarin,28408,0.313703,28033,,,,,,,,ngsl_sfi_31k,
zaire,zaire,28409,0.313600,28034,,,,,,,,ngsl_sfi_31k,
plonker,plonker,28410,0.313496,28035,,,,,,,,ngsl_sfi_31k,
anticlimactic,anticlimactic,28411,0.313393,28036,,,,,,,,ngsl_sfi_31k,
cashless,cashless,28412,0.313290,28037,,,,,,,,ngsl_sfi_31k,
commoditize,commoditize,28413,0.313186,28038,,,,,,,,ngsl_sfi_31k,
earmuff,earmuff,28414,0.313083,28039,,,,,,,,ngsl_sfi_31k,
exoskeleton,exoskeleton,28415,0.312979,28040,,,,,,,,ngsl_sfi_31k,
icefall,icefall,28416,0.312876,28041,,,,,,,,ngsl_sfi_31k,
immersive,immersive,28417,0.312773,28042,,,,,,,,ngsl_sfi_31k,
impeller,impeller,28418,0.312669,28043,,,,,,,,ngsl_sfi_31k,
outfox,outfox,28419,0.312566,28044,,,,,,,,ngsl_sfi_31k,
palimony,palimony,28420,0.312463,28045,,,,,,,,ngsl_sfi_31k,
pinwheel,pinwheel,28421,0.312359,28046,,,,,,,,ngsl_sfi_31k,
polymath,polymath,28422,0.312256,28047,,,,,,,,ngsl_sfi_31k,
quarterdeck,quarterdeck,28423,0.312153,28048,,,,,,,,ngsl_sfi_31k,
admonitory,admonitory,28424,0.312049,28049,,,,,,,,ngsl_sfi_31k,
babyish,babyish,28425,0.311946,28050,,,,,,,,ngsl_sfi_31k,
bloodlust,bloodlust,28426,0.311843,28051,,,,,,,,ngsl_sfi_31k,
ceremonious,ceremonious,28427,0.311739,28052,,,,,,,,ngsl_sfi_31k,
chancy,chancy,28428,0.311636,28053,,,,,,,,ngsl_sfi_31k,
complaisance,complaisance,28429,0.311533,28054,,,,,,,,ngsl_sfi_31k,
condescendingly,condescendingly,28430,0.311429,28055,,,,,,,,ngsl_sfi_31k,
deadness,deadness,28431,0.311326,28056,,,,,,,,ngsl_sfi_31k,
devilry,devilry,28432,0.311223,28057,,,,,,,,ngsl_sfi_31k,
dirk,dirk,28433,0.311119,28058,,,,,,,,ngsl_sfi_31k,
gloaming,gloaming,28434,0.311016,28059,,,,,,,,ngsl_sfi_31k,
goatskin,goatskin,28435,0.310913,28060,,,,,,,,ngsl_sfi_31k,
horsewoman,horsewoman,28436,0.310809,28061,,,,,,,,ngsl_sfi_31k,
interminably,interminably,28437,0.310706,28062,,,,,,,,ngsl_sfi_31k,
lightless,lightless,28438,0.310603,28063,,,,,,,,ngsl_sfi_31k,
listlessness,listlessness,28439,0.310499,28064,,,,,,,,ngsl_sfi_31k,
nihilist,nihilist,28440,0.310396,28065,,,,,,,,ngsl_sfi_31k,
overspread,overspread,28441,0.310293,28066,,,,,,,,ngsl_sfi_31k,
paladin,paladin,28442,0.310190,28067,,,,,,,,ngsl_sfi_31k,
piebald,piebald,28443,0.310086,28068,,,,,,,,ngsl_sfi_31k,
portentously,portentously,28444,0.309983,28069,,,,,,,,ngsl_sfi_31k,
rapier,rapier,28445,0.309880,28070,,,,,,,,ngsl_sfi_31k,
sahib,sahib,28446,0.309777,28071,,,,,,,,ngsl_sfi_31k,
suffragan,suffragan,28447,0.309673,28072,,,,,,,,ngsl_sfi_31k,
thirstily,thirstily,28448,0.309570,28073,,,,,,,,ngsl_sfi_31k,
unrepentantly,unrepentantly,28449,0.309467,28074,,,,,,,,ngsl_sfi_31k,
unseasonable,unseasonable,28450,0.309363,28075,,,,,,,,ngsl_sfi_31k,
vestal,vestal,28451,0.309260,28076,,,,,,,,ngsl_sfi_31k,
witheringly,witheringly,28452,0.309157,28077,,,,,,,,ngsl_sfi_31k,
wrathfully,wrathfully,28453,0.309054,28078,,,,,,,,ngsl_sfi_31k,
yokel,yokel,28454,0.308951,28079,,,,,,,,ngsl_sfi_31k,
adze,adze,28455,0.308847,28080,,,,,,,,ngsl_sfi_31k,
anionic,anionic,28456,0.308744,28081,,,,,,,,ngsl_sfi_31k,
clairvoyance,clairvoyance,28457,0.308641,28082,,,,,,,,ngsl_sfi_31k,
coelenterate,coelenterate,28458,0.308538,28083,,,,,,,,ngsl_sfi_31k,
depopulate,depopulate,28459,0.308434,28084,,,,,,,,ngsl_sfi_31k,
ejecta,ejecta,28460,0.308331,28085,,,,,,,,ngsl_sfi_31k,
freemasonry,freemasonry,28461,0.308228,28086,,,,,,,,ngsl_sfi_31k,
germanium,germanium,28462,0.308125,28087,,,,,,,,ngsl_sfi_31k,
horticulturist,horticulturist,28463,0.308022,28088,,,,,,,,ngsl_sfi_31k,
lateralization,lateralization,28464,0.307918,28089,,,,,,,,ngsl_sfi_31k,
moa,moa,28465,0.307815,28090,,,,,,,,ngsl_sfi_31k,
provincialism,provincialism,28466,0.307712,28091,,,,,,,,ngsl_sfi_31k,
reconquer,reconquer,28467,0.307609,28092,,,,,,,,ngsl_sfi_31k,
saguaro,saguaro,28468,0.307506,28093,,,,,,,,ngsl_sfi_31k,
skeg,skeg,28469,0.307402,28094,,,,,,,,ngsl_sfi_31k,
steerable,steerable,28470,0.307299,28095,,,,,,,,ngsl_sfi_31k,
stoneware,stoneware,28471,0.307196,28096,,,,,,,,ngsl_sfi_31k,
totalize,totalize,28472,0.307093,28097,,,,,,,,ngsl_sfi_31k,
transcendentalism,transcendentalism,28473,0.306990,28098,,,,,,,,ngsl_sfi_31k,
teambuilding,teambuilding,28474,0.306887,28099,,,,,,,,ngsl_sfi_31k,
annelid,annelid,28475,0.306783,28100,,,,,,,,ngsl_sfi_31k,
antidromic,antidromic,28476,0.306680,28101,,,,,,,,ngsl_sfi_31k,
archaean,archaean,28477,0.306577,28102,,,,,,,,ngsl_sfi_31k,
bioinformatic,bioinformatic,28478,0.306474,28103,,,,,,,,ngsl_sfi_31k,
catabolism,catabolism,28479,0.306371,28104,,,,,,,,ngsl_sfi_31k,
centrosomal,centrosomal,28480,0.306268,28105,,,,,,,,ngsl_sfi_31k,
corpuscular,corpuscular,28481,0.306165,28106,,,,,,,,ngsl_sfi_31k,
costeffectiveness,costeffectiveness,28482,0.306061,28107,,,,,,,,ngsl_sfi_31k,
cyanobacterial,cyanobacterial,28483,0.305958,28108,,,,,,,,ngsl_sfi_31k,
cyclooxygenase,cyclooxygenase,28484,0.305855,28109,,,,,,,,ngsl_sfi_31k,
echolalia,echolalia,28485,0.305752,28110,,,,,,,,ngsl_sfi_31k,
filopodium,filopodium,28486,0.305649,28111,,,,,,,,ngsl_sfi_31k,
folium,folium,28487,0.305546,28112,,,,,,,,ngsl_sfi_31k,
homophony,homophony,28488,0.305443,28113,,,,,,,,ngsl_sfi_31k,
homozygosity,homozygosity,28489,0.305340,28114,,,,,,,,ngsl_sfi_31k,
hypercube,hypercube,28490,0.305236,28115,,,,,,,,ngsl_sfi_31k,
idiolect,idiolect,28491,0.305133,28116,,,,,,,,ngsl_sfi_31k,
intrapersonal,intrapersonal,28492,0.305030,28117,,,,,,,,ngsl_sfi_31k,
jird,jird,28493,0.304927,28118,,,,,,,,ngsl_sfi_31k,
lanthanum,lanthanum,28494,0.304824,28119,,,,,,,,ngsl_sfi_31k,
latitudinal,latitudinal,28495,0.304721,28120,,,,,,,,ngsl_sfi_31k,
legato,legato,28496,0.304618,28121,,,,,,,,ngsl_sfi_31k,
malform,malform,28497,0.304515,28122,,,,,,,,ngsl_sfi_31k,
metacarpal,metacarpal,28498,0.304412,28123,,,,,,,,ngsl_sfi_31k,
mycelium,mycelium,28499,0.304309,28124,,,,,,,,ngsl_sfi_31k,
nasality,nasality,28500,0.304206,28125,,,,,,,,ngsl_sfi_31k,
nephritis,nephritis,28501,0.304103,28126,,,,,,,,ngsl_sfi_31k,
numeration,numeration,28502,0.303999,28127,,,,,,,,ngsl_sfi_31k,
pagination,pagination,28503,0.303896,28128,,,,,,,,ngsl_sfi_31k,
pathbreaking,pathbreaking,28504,0.303793,28129,,,,,,,,ngsl_sfi_31k,
phonetician,phonetician,28505,0.303690,28130,,,,,,,,ngsl_sfi_31k,
polychlorinate,polychlorinate,28506,0.303587,28131,,,,,,,,ngsl_sfi_31k,
polycythemia,polycythemia,28507,0.303484,28132,,,,,,,,ngsl_sfi_31k,
postdate,postdate,28508,0.303381,28133,,,,,,,,ngsl_sfi_31k,
promiser,promiser,28509,0.303278,28134,,,,,,,,ngsl_sfi_31k,
prothrombin,prothrombin,28510,0.303175,28135,,,,,,,,ngsl_sfi_31k,
pupillary,pupillary,28511,0.303072,28136,,,,,,,,ngsl_sfi_31k,
rachis,rachis,28512,0.302969,28137,,,,,,,,ngsl_sfi_31k,
recombine,recombine,28513,0.302866,28138,,,,,,,,ngsl_sfi_31k,
rondo,rondo,28514,0.302763,28139,,,,,,,,ngsl_sfi_31k,
schizoid,schizoid,28515,0.302660,28140,,,,,,,,ngsl_sfi_31k,
sixfold,sixfold,28516,0.302557,28141,,,,,,,,ngsl_sfi_31k,
tacrine,tacrine,28517,0.302454,28142,,,,,,,,ngsl_sfi_31k,
tailpiece,tailpiece,28518,0.302351,28143,,,,,,,,ngsl_sfi_31k,
wavefront,wavefront,28519,0.302248,28144,,,,,,,,ngsl_sfi_31k,
zoonotic,zoonotic,28520,0.302145,28145,,,,,,,,ngsl_sfi_31k,
giftware,giftware,28521,0.302042,28146,,,,,,,,ngsl_sfi_31k,
alkyd,alkyd,28522,0.301939,28147,,,,,,,,ngsl_sfi_31k,
astoundingly,astoundingly,28523,0.301836,28148,,,,,,,,ngsl_sfi_31k,
bohemia,bohemia,28524,0.301733,28149,,,,,,,,ngsl_sfi_31k,
cardamom,cardamom,28525,0.301630,28150,,,,,,,,ngsl_sfi_31k,
fortysomething,fortysomething,28526,0.301527,28151,,,,,,,,ngsl_sfi_31k,
hardheaded,hardheaded,28527,0.301424,28152,,,,,,,,ngsl_sfi_31k,
lionfish,lionfish,28528,0.301321,28153,,,,,,,,ngsl_sfi_31k,
megaton,megaton,28529,0.301218,28154,,,,,,,,ngsl_sfi_31k,
mistranslation,mistranslation,28530,0.301115,28155,,,,,,,,ngsl_sfi_31k,
noncombatant,noncombatant,28531,0.301012,28156,,,,,,,,ngsl_sfi_31k,
persimmon,persimmon,28532,0.300909,28157,,,,,,,,ngsl_sfi_31k,
platy,platy,28533,0.300806,28158,,,,,,,,ngsl_sfi_31k,
ridgeline,ridgeline,28534,0.300703,28159,,,,,,,,ngsl_sfi_31k,
sanctimony,sanctimony,28535,0.300601,28160,,,,,,,,ngsl_sfi_31k,
squeegee,squeegee,28536,0.300498,28161,,,,,,,,ngsl_sfi_31k,
strudel,strudel,28537,0.300395,28162,,,,,,,,ngsl_sfi_31k,
tollbooth,tollbooth,28538,0.300292,28163,,,,,,,,ngsl_sfi_31k,
ultraconservative,ultraconservative,28539,0.300189,28164,,,,,,,,ngsl_sfi_31k,
undeliverable,undeliverable,28540,0.300086,28165,,,,,,,,ngsl_sfi_31k,
vaulter,vaulter,28541,0.299983,28166,,,,,,,,ngsl_sfi_31k,
weblog,weblog,28542,0.299880,28167,,,,,,,,ngsl_sfi_31k,
nanoparticle,nanoparticle,28543,0.299777,28168,,,,,,,,ngsl_sfi_31k,
halvard,halvard,28544,0.299674,28169,,,,,,,,ngsl_sfi_31k,
misfeasance,misfeasance,28545,0.299571,28170,,,,,,,,ngsl_sfi_31k,
nonresident,nonresident,28546,0.299468,28171,,,,,,,,ngsl_sfi_31k,
scrip,scrip,28547,0.299366,28172,,,,,,,,ngsl_sfi_31k,
abjectly,abjectly,28548,0.299263,28173,,,,,,,,ngsl_sfi_31k,
acuteness,acuteness,28549,0.299160,28174,,,,,,,,ngsl_sfi_31k,
bellboy,bellboy,28550,0.299057,28175,,,,,,,,ngsl_sfi_31k,
bowstring,bowstring,28551,0.298954,28176,,,,,,,,ngsl_sfi_31k,
boyishly,boyishly,28552,0.298851,28177,,,,,,,,ngsl_sfi_31k,
carbolic,carbolic,28553,0.298748,28178,,,,,,,,ngsl_sfi_31k,
catlike,catlike,28554,0.298645,28179,,,,,,,,ngsl_sfi_31k,
chinless,chinless,28555,0.298543,28180,,,,,,,,ngsl_sfi_31k,
cockeyed,cockeyed,28556,0.298440,28181,,,,,,,,ngsl_sfi_31k,
compassionately,compassionately,28557,0.298337,28182,,,,,,,,ngsl_sfi_31k,
comradely,comradely,28558,0.298234,28183,,,,,,,,ngsl_sfi_31k,
curragh,curragh,28559,0.298131,28184,,,,,,,,ngsl_sfi_31k,
dandle,dandle,28560,0.298028,28185,,,,,,,,ngsl_sfi_31k,
distastefully,distastefully,28561,0.297925,28186,,,,,,,,ngsl_sfi_31k,
dourly,dourly,28562,0.297823,28187,,,,,,,,ngsl_sfi_31k,
